LOCATION,TIME,Value
USA,1997,35.70486069
USA,1998,36.19580078
USA,1999,37.36893082
USA,2000,38.08397293
USA,2001,38.71762466
USA,2002,39.33662415
USA,2003,38.65283585
USA,2004,39.04202652
USA,2005,39.36344147
USA,2006,39.23926926
USA,2007,40.38642502
USA,2008,41.56489563
USA,2009,41.05632782
USA,2010,42.31098175
USA,2011,43.13298416
USA,2012,44.04259491
USA,2013,44.77946854
USA,2014,45.66381073
USA,2015,46.51771164
BRA,2007,10.03543091
BRA,2008,11.00071239
BRA,2009,11.57558727
BRA,2011,12.74248505
BRA,2012,14.51142883
BRA,2013,15.29179955
BRA,2014,16.27658463
CHL,2009,21.64665794
CHL,2011,22.48385239
CHL,2013,27.27248001
CHN,2010,17.94881248
EST,1997,30.22418404
EST,1998,29.34996986
EST,1999,28.58979607
EST,2000,28.72138596
EST,2001,27.2863903
EST,2002,26.2338028
EST,2003,27.36791229
EST,2004,27.56416321
EST,2005,32.9120369
EST,2006,34.41891098
EST,2007,34.38234711
EST,2008,35.74688339
EST,2009,36.64487457
EST,2010,38.01013184
EST,2011,38.92783737
EST,2012,40.07997894
EST,2013,40.43981552
EST,2014,40.42160797
EST,2015,40.50853348
IDN,2009,7.72919226
IDN,2010,8.57707214
IDN,2013,10.5614748
ISR,2002,40.74559402
ISR,2003,41.95395279
ISR,2005,42.92792892
ISR,2007,41.54785919
ISR,2008,42.28491211
ISR,2009,42.92098236
ISR,2010,44.21619797
ISR,2011,45.04231262
ISR,2012,44.49850845
ISR,2013,44.84880829
ISR,2014,46.00554276
ISR,2015,45.89786148
RUS,2011,56.46327591
RUS,2012,56.9696846
RUS,2013,58.1531868
SAU,2014,25.76236343
SVN,2000,19.30169106
SVN,2002,19.68083191
SVN,2003,23.66387558
SVN,2004,24.86827278
SVN,2005,24.68651581
SVN,2006,27.0045929
SVN,2007,30.06683922
SVN,2008,30.04132652
SVN,2009,30.3838768
SVN,2010,31.30765533
SVN,2011,33.81528091
SVN,2012,35.34006882
SVN,2013,37.39359283
SVN,2014,38.08021545
SVN,2015,40.75854874
ZAF,2009,12.13996696
ZAF,2010,12.35835648
ZAF,2013,13.54286957
ZAF,2014,14.17450523
AUS,1991,19.52963829
AUS,1993,13.45913792
AUS,1994,14.73007488
AUS,1995,17.18976402
AUS,1997,17.06482887
AUS,1998,16.99354744
AUS,1999,17.52561951
AUS,2000,19.07874298
AUS,2001,21.10944748
AUS,2002,22.46617699
AUS,2003,23.28948212
AUS,2004,22.9838047
AUS,2005,23.8484478
AUS,2006,26.26280403
AUS,2007,26.55912971
AUS,2008,28.66199303
AUS,2009,29.29567528
AUS,2010,29.62994576
AUS,2011,30.25432777
AUS,2012,33.03078461
AUS,2013,30.12294388
AUS,2014,33.4787674
AUS,2015,33.93197632
AUT,2004,22.18906784
AUT,2005,21.95303345
AUT,2006,23.0363121
AUT,2007,22.51213074
AUT,2008,23.42238617
AUT,2009,24.3845005
AUT,2010,25.10171127
AUT,2011,25.73118401
AUT,2012,25.48925018
AUT,2013,26.11118507
AUT,2014,26.54897499
AUT,2015,27.42908287
BEL,1991,22.54339409
BEL,1992,23.27058411
BEL,1994,24.26262093
BEL,1995,26.71059036
BEL,2000,29.3640995
BEL,2001,29.30983734
BEL,2002,29.53960991
BEL,2003,31.29344749
BEL,2004,33.34498978
BEL,2005,33.41790771
BEL,2006,34.81126404
BEL,2007,35.52748108
BEL,2008,35.32380676
BEL,2009,36.89050293
BEL,2010,39.385849
BEL,2011,39.37398911
BEL,2012,40.23762131
BEL,2013,41.37863159
BEL,2014,42.22772217
BEL,2015,42.56241226
CAN,1981,13.20482445
CAN,1990,15.6079092
CAN,1991,16.65970802
CAN,1992,16.7152977
CAN,1993,18.31744766
CAN,1994,21.13253975
CAN,1995,21.54158211
CAN,1996,23.20641327
CAN,1997,24.39024353
CAN,1998,25.8064518
CAN,1999,27.50652313
CAN,2000,28.33876228
CAN,2001,30.27777863
CAN,2002,32.14873123
CAN,2003,33.70821762
CAN,2004,34.53839111
CAN,2005,36.37664413
CAN,2006,37.5
CAN,2007,38.91690826
CAN,2008,39.91790771
CAN,2009,40.58329391
CAN,2010,41.98236847
CAN,2011,42.34234238
CAN,2012,44.21599579
CAN,2013,44.61606216
CAN,2014,45.06890488
CAN,2015,45.6590271
CZE,1994,9.31174278
CZE,1995,10.58208179
CZE,1997,10.38969231
CZE,1998,9.81699753
CZE,1999,10.0218935
CZE,2000,10.39671516
CZE,2001,10.66558266
CZE,2002,10.86716843
CZE,2003,11.10174847
CZE,2004,12.18008804
CZE,2005,12.87204266
CZE,2006,12.75981617
CZE,2007,14.20659065
CZE,2008,14.75755215
CZE,2009,15.62352467
CZE,2010,15.90277386
CZE,2011,17.11548805
CZE,2012,17.57971764
CZE,2013,18.33377457
CZE,2014,19.55217361
CZE,2015,19.97446442
DNK,1981,16.68537903
DNK,1988,21.49178314
DNK,1991,23.12679482
DNK,1992,24.11751747
DNK,1994,24.45598793
DNK,1995,26.67212105
DNK,1998,26.61644936
DNK,1999,28.88088989
DNK,2000,27.23723412
DNK,2001,30.14074326
DNK,2002,30.74636269
DNK,2003,33.76766586
DNK,2004,34.09550858
DNK,2005,34.77093124
DNK,2006,36.25626373
DNK,2007,32.66510391
DNK,2008,33.93525696
DNK,2009,35.26942444
DNK,2010,36.7963295
DNK,2011,37.46979523
DNK,2012,38.7142334
DNK,2013,39.75475311
DNK,2014,40.5534935
DNK,2015,42.20524979
CHE,1991,15.46311951
CHE,1992,16.99291611
CHE,1994,16.89479828
CHE,1995,17.44243431
CHE,1997,16.45589447
CHE,1998,18.03301239
CHE,1999,17.8543396
CHE,2000,18.34880257
CHE,2001,20.24268723
CHE,2002,21.29138565
CHE,2003,22.02006721
CHE,2004,22.07538986
CHE,2005,22.0983429
CHE,2006,23.54584122
CHE,2007,25.64688683
CHE,2008,27.33334732
CHE,2009,28.29237556
CHE,2010,28.12447739
CHE,2011,27.11531067
CHE,2012,28.74134827
CHE,2013,30.473032
CHE,2014,31.07530022
CHE,2015,32.11555862
TUR,1991,5.4828372
TUR,1992,3.9211719
TUR,1994,7.98491049
TUR,1995,10.3003664
TUR,1997,8.87879181
TUR,1998,8.07625675
TUR,1999,8.80926132
TUR,2000,9.24071789
TUR,2001,9.05488396
TUR,2002,9.24556255
TUR,2003,9.36576843
TUR,2004,9.45618248
TUR,2005,9.1972971
TUR,2006,9.53134918
TUR,2007,9.36739635
TUR,2008,9.58883953
TUR,2009,9.66595554
TUR,2010,9.38453007
TUR,2011,9.53215599
TUR,2012,9.94243813
TUR,2013,10.12914658
TUR,2014,9.882061
TUR,2015,10.46398067
GBR,1997,24.22305107
GBR,1998,25.65857506
GBR,1999,26.13006592
GBR,2000,26.84115791
GBR,2001,26.72457123
GBR,2002,27.78764915
GBR,2003,28.31274986
GBR,2004,29.49679947
GBR,2005,29.62475395
GBR,2006,34.3289299
GBR,2007,35.97124863
GBR,2008,36.34189224
GBR,2009,39.03375244
GBR,2010,40.57728195
GBR,2011,42.58911896
GBR,2012,45.09436798
GBR,2013,46.38326263
GBR,2014,45.76784897
GBR,2015,49.12158966
USA,1992,21.85544205
USA,1993,23.05071831
USA,1994,23.57888412
USA,1995,24.27254868
USA,1996,25.64687157
USA,1997,26.1947937
USA,1998,27.23056602
USA,1999,27.99001503
USA,2000,29.66313744
USA,2001,30.96448135
USA,2002,33.2012291
USA,2003,34.74420929
USA,2004,36.15942383
USA,2005,36.94766998
USA,2006,37.6726799
USA,2007,38.53877258
USA,2008,40.03989029
USA,2009,40.84105301
USA,2010,40.96087646
USA,2011,41.18576813
USA,2012,41.81218719
USA,2013,41.81316757
USA,2014,41.03768539
USA,2015,41.4380722
CHL,2009,14.58544254
CHL,2011,15.52598572
CHL,2013,16.9496727
CHN,2010,9.13579178
RUS,2011,49.4393692
RUS,2012,49.16238785
RUS,2013,49.58281708
AUS,1991,29.69449043
AUS,1993,22.17739296
AUS,1994,22.21500778
AUS,1995,24.03791809
AUS,1997,23.82388496
AUS,1998,25.04933929
AUS,1999,27.52147102
AUS,2000,27.24451637
AUS,2001,28.78586578
AUS,2002,30.53691673
AUS,2003,31.11014938
AUS,2004,30.79402924
AUS,2005,30.84461021
AUS,2006,31.97684288
AUS,2007,32.19457626
AUS,2008,34.09686661
AUS,2009,33.56628799
AUS,2010,34.82459641
AUS,2011,35.29352188
AUS,2012,37.46954346
AUS,2013,37.03667831
AUS,2014,37.99716949
AUS,2015,38.15850449
AUT,2004,26.591856
AUT,2005,26.82730103
AUT,2006,27.64394951
AUT,2007,27.77062416
AUT,2008,28.50514984
AUT,2009,29.27554893
AUT,2010,30.72102165
AUT,2011,30.94048691
AUT,2012,32.07850647
AUT,2013,32.85972595
AUT,2014,33.24840164
AUT,2015,34.33609009
BEL,1991,8.55897808
BEL,1992,9.21248817
BEL,1994,11.10972023
BEL,1995,13.0860672
BEL,2000,16.77944374
BEL,2001,17.12673569
BEL,2002,18.20481873
BEL,2003,18.8614769
BEL,2004,20.00955963
BEL,2005,21.87433243
BEL,2006,22.48338318
BEL,2007,22.31729889
BEL,2008,22.2740345
BEL,2009,23.35537529
BEL,2010,25.63334084
BEL,2011,25.14179802
BEL,2012,25.34103394
BEL,2013,25.99031258
BEL,2014,26.3416996
BEL,2015,26.89898109
CAN,1981,16.76405334
CAN,1990,24.78093147
CAN,1991,25.69888878
CAN,1992,27.09265137
CAN,1993,29.00577736
CAN,1994,32.5581398
CAN,1995,33.10999298
CAN,1996,33.79865646
CAN,1997,36.22963715
CAN,1998,37.19070053
CAN,1999,38.15503311
CAN,2000,38.50815964
CAN,2001,39.75576782
CAN,2002,40.79151154
CAN,2003,40.96020889
CAN,2004,41.41136551
CAN,2005,42.60062027
CAN,2006,43.3205719
CAN,2007,44.64813614
CAN,2008,44.54089355
CAN,2009,45.05411148
CAN,2010,46.56244278
CAN,2011,47.76710129
CAN,2012,49.42158127
CAN,2013,50.00959015
CAN,2014,51.28006363
CAN,2015,53.76153946
CZE,1994,10.2124815
CZE,1995,11.07264805
CZE,1997,12.46502495
CZE,1998,12.36289597
CZE,1999,12.74476051
CZE,2000,12.81949043
CZE,2001,13.0059166
CZE,2002,13.9872427
CZE,2003,14.6345396
CZE,2004,13.8275423
CZE,2005,14.15776443
CZE,2006,14.60763168
CZE,2007,14.25687313
CZE,2008,14.36639977
CZE,2009,14.78716946
CZE,2010,16.26769447
CZE,2011,17.92299461
CZE,2012,18.60014915
CZE,2013,19.948946
CZE,2014,21.19129753
CZE,2015,22.81457329
PRT,1994,5.61472273
PRT,1995,5.87039375
PRT,1998,4.57560253
PRT,1999,4.48263884
PRT,2000,4.74806499
PRT,2001,4.86633682
PRT,2002,4.54500103
PRT,2003,5.447752
PRT,2004,6.7358427
PRT,2005,7.36804962
PRT,2006,7.2583828
PRT,2007,7.38177395
PRT,2008,7.6614399
PRT,2009,7.42548704
PRT,2010,8.89837456
PRT,2011,10.91594315
PRT,2012,11.06912804
PRT,2013,11.58649826
PRT,2014,12.84312248
PRT,2015,12.85941982
SVK,1997,10.95932961
SVK,1998,10.84337425
SVK,1999,10.52255917
SVK,2000,10.55678082
SVK,2001,11.03009415
SVK,2002,11.76782417
SVK,2003,12.39179134
SVK,2004,12.82288361
SVK,2005,13.91946793
SVK,2006,14.16615391
SVK,2007,13.93071365
SVK,2008,14.23628807
SVK,2009,14.1376667
SVK,2010,14.6359272
SVK,2011,16.22600174
SVK,2012,16.28771973
SVK,2013,15.29029655
SVK,2014,15.2815876
SVK,2015,15.71374989
ESP,1981,5.96077251
ESP,1991,11.21515083
ESP,1992,13.66138172
ESP,1994,16.15459251
ESP,1995,17.65128326
ESP,1997,20.19581413
ESP,1998,21.26622581
ESP,1999,22.64431763
ESP,2000,24.25423813
ESP,2001,25.34388542
ESP,2002,26.06734085
ESP,2003,27.39503479
ESP,2004,28.7151413
ESP,2005,30.33716583
ESP,2006,31.02393341
ESP,2007,32.4187355
ESP,2008,32.73720932
ESP,2009,33.78443527
ESP,2010,35.72172546
ESP,2011,37.43938446
ESP,2012,39.04713058
ESP,2013,40.88029099
ESP,2014,42.77915573
ESP,2015,43.23253632
SWE,1981,8.33418846
SWE,1991,15.48471069
SWE,1992,16.54866028
SWE,1994,19.40056038
SWE,1995,20.2394371
SWE,1997,19.29594421
SWE,1998,19.93524361
SWE,1999,21.28275108
SWE,2000,22.95985985
SWE,2001,24.39723778
SWE,2002,25.20759964
SWE,2003,26.25285149
SWE,2004,27.25632668
SWE,2005,24.94254494
SWE,2006,25.21177101
SWE,2007,25.85797882
SWE,2008,26.47979927
SWE,2009,26.91349983
SWE,2010,27.22563362
SWE,2011,28.15571022
SWE,2012,28.65831375
SWE,2013,29.24585533
SWE,2014,29.89068604
SWE,2015,29.88920212
CHE,1991,22.30100441
CHE,1992,21.88117599
CHE,1994,22.00640869
CHE,1995,20.71486855
CHE,1997,20.64222527
CHE,1998,22.09653854
CHE,1999,22.50374222
